Modularity
0.121916
0.142762
0.164543
0.186898
0.208925
0.229339
0.246913
0.262391
0.274588
0.286542
0.297155
0.306467
0.314569
0.321758
0.327962
0.333883
0.33929
0.344127
0.348243
0.352234
0.356351
0.360042
0.36323
0.366158
0.368908
0.371435
0.373772
0.376115
0.378563
0.380692
0.382513
0.384317
0.386032
0.460739
0.483402
0.507033
0.530727
0.552661
0.571591
0.586883
0.598712
0.609008
0.6173
0.624033
0.630351
0.635656
0.640126
0.643727
0.647045
0.650084
0.6529
0.655326
0.657564
0.659506
0.661239
0.662659
0.663911
0.665107
0.666137
0.667088
0.667935
0.668583
0.6692
0.66979
0.670319
0.670776
0.723695
0.743736
0.760028
0.773758
0.785238
0.793151
0.79937
0.804829
0.809216
0.812734
0.81575
0.817892
0.819802
0.821275
0.822574
0.823558
0.824346
0.825076
0.82568
0.826124
0.826566
0.826946
0.827265
0.827481
0.827732
0.827957
0.828141
0.82826
0.82841
0.828538
0.828671
0.828766
0.828838
0.869071
0.879059
0.885002
0.88916
0.891678
0.893256
0.894482
0.895324
0.895839
0.896174
0.896412
0.896619
0.896814
0.896972
0.897094
0.897215
0.897301
0.897379
0.897437
0.897519
0.897568
0.897615
0.897663
0.897693
0.897736
0.89777
0.897796
0.897826
0.897855
0.897871
0.897888
0.897904
0.897915
0.918384
0.923685
0.925817
0.926798
0.927364
0.927719
0.927929
0.928101
0.928198
0.928311
0.92837
0.928415
0.928446
0.928482
0.928497
0.928517
0.928541
0.928557
0.928566
0.928575
0.928583
0.92859
0.928595
0.928601
0.928607
0.928611
0.928615
0.928621
0.928629
0.928633
0.928644
0.928646
0.928651
0.937269
0.939913
0.940908
0.941395
0.941616
0.94176
0.941835
0.941882
0.941921
0.941963
0.94199
0.942008
0.942019
0.942034
0.942039
0.942049
0.942052
0.94206
0.94207
0.942073
0.94208
0.942082
0.94209
0.942092
0.942093
0.942098
0.942103
0.942105
0.942105
0.942106
0.942109
0.942118
0.94212
0.946733
0.948177
0.9488
0.94907
0.949247
0.949376
0.949451
0.949509
0.949564
0.949593
0.949613
0.949628
0.949642
0.949658
0.949676
0.949693
0.949703
0.949708
0.949717
0.949726
0.949731
0.949735
0.949737
0.949738
0.949741
0.949747
0.949747
0.952917
0.954026
0.954486
0.954708
0.95487
0.954995
0.955066
0.955115
0.955143
0.955177
0.955204
0.955234
0.955246
0.95527
0.955281
0.955294
0.955313
0.955317
0.955329
0.95533
0.955332
0.95534
0.955345
0.95535
0.955352
0.955355
0.955356
0.955358
0.955367
0.955367
0.95537
0.955372
0.955374
0.959
0.959846
0.960282
0.960487
0.96059
0.960667
0.960729
0.960766
0.960797
0.960811
0.96083
0.960854
0.960879
0.960899
0.960913
0.960922
0.960925
0.960933
0.960936
0.960944
0.960947
0.960951
0.960954
0.960955
0.960955
0.963557
0.964122
0.964421
0.96464
0.964766
0.96486
0.964941
0.964993
0.965017
0.965051
0.965072
0.965087
0.965094
0.965121
0.965142
0.965157
0.965168
0.965185
0.965198
0.965203
0.965209
0.965213
0.965216
0.965217
0.965221
0.965223
0.965225
0.965229
0.965231
0.965233
0.965233
0.966656
0.967138
0.967428
0.9676
0.967711
0.967785
0.967841
0.967878
0.967916
0.96795
0.967974
0.967995
0.968013
0.968023
0.968035
0.968045
0.968057
0.968068
0.968081
0.968089
0.968095
0.968098
0.968106
0.96811
0.968119
0.968123
0.968127
0.968129
0.968139
0.968148
0.968152
0.968167
0.96817
0.968731
0.969005
0.969202
0.969361
0.969451
0.969509
0.969575
0.969647
0.969672
0.969704
0.969737
0.969756
0.969783
0.969805
0.969834
0.969852
0.969867
0.969888
0.969904
0.969914
0.969918
0.969923
0.969927
0.969931
0.96994
0.969946
0.969956
0.969966
0.969969
0.969972
0.969977
0.96998
0.969983
0.97008
0.97023
0.970347
0.970428
0.970485
0.970537
0.970575
0.970601
0.970629
0.970648
0.970666
0.970679
0.970691
0.970709
0.97073
0.970743
0.970759
0.970766
0.970773
0.970781
0.970789
0.970793
0.970796
0.970809
0.970812
0.970815
0.970815
0.970824
0.970828
0.970832
0.970837
0.970841
0.970843
0.971197
0.97125
0.971319
0.971374
0.971411
0.971444
0.971456
0.97147
0.971481
0.971492
0.971498
0.971505
0.971511
0.971517
0.971524
0.971527
0.971542
0.971545
0.971554
0.971558
0.971561
0.971569
0.971572
0.971577
0.97158
0.971583
0.971585
0.971585
0.971588
0.971589
0.971592
0.971594
0.971595
0.971745
0.971767
0.971791
0.971817
0.97183
0.971839
0.97185
0.971863
0.971873
0.971884
0.971888
0.971898
0.971902
0.971907
0.971914
0.971928
0.97193
0.971934
0.971936
0.971938
0.97194
0.971941
0.971945
0.971948
0.97195
0.97195
0.972035
0.97204
0.972043
0.972048
0.972051
0.972052
0.972057
0.97206
0.972062
0.972067
0.972068
0.972069
0.972074
0.972078
0.972079
0.97208
0.972082
0.972082
0.972084
0.972085
0.972087
0.972091
0.972092
0.972093
0.972093
0.972129
0.972132
0.972143
0.972146
0.972149
0.97215
0.972152
0.972156
0.972163
0.972167
0.97217
0.972171
0.972171
0.972173
0.972173
0.972173
0.972194
0.972195
0.972195
0.97222
0.972222
0.972225
0.972226
0.972226
0.972252
0.972252
0.972263
0.972265
0.972265
0.972277
0.972278
0.972278
0.972278
0.972279
0.972279
0.972279
0.97228
0.972281
0.972282
0.972282
0.972282
0.972298
0.972299
0.972301
0.972302
0.972305
0.972101
0.972102
0.972102
0.972104
0.972107
0.972107
0.97211
0.972111
0.972111
0.97212
0.972121
0.972121
0.972132
0.972013
0.972013
0.972026
0.972026
0.972026
0.972036
0.972036
0.972054
0.972055
0.972057
0.97206
0.972061
0.972064
0.972065
0.972066
0.972067
0.972067
0.97208
0.972081
0.972082
0.972085
0.972086
0.972087
0.972089
0.972093
0.972093
0.972093
0.972102
0.972104
0.972104
0.972104
0.972104
0.972112
0.972113
0.972115
0.972115
0.972125
0.972125
0.972139
0.972139
0.972139
0.972155
0.972155
0.972155
